AWAY,HOME,TIME,TV,TICKETS,LOCATION,ODDS_BY,DATE
UMass Lowell,@  UAlbany,7:00 PM,,Tickets as low as $26,"Broadview Center, Albany, NY",,2026-02-07
East Tennessee State,@  VMI,7:00 PM,ESPN+,Tickets as low as $31,"Cameron Hall, Lexington, VA",,2026-02-07
17 Illinois,@  22 Michigan State,8:00 PM,,Tickets as low as $132,"Breslin Center, East Lansing, MI",,2026-02-07
Utah State,@  Wyoming,8:00 PM,,Tickets as low as $54,"Arena-Auditorium, Laramie, WY",,2026-02-07
Seattle U,@  Portland,8:00 PM,,Tickets as low as $31,"Chiles Center, Portland, OR",,2026-02-07
Pacific,@  Pepperdine,8:00 PM,,,"Firestone Fieldhouse, Malibu, CA",,2026-02-07
Georgia Tech,@  Stanford,8:00 PM,ESPNU,Tickets as low as $20,"Maples Pavilion, Stanford, CA",,2026-02-07
Clemson,@  California,8:00 PM,ACC Network,Tickets as low as $25,"Haas Pavilion, Berkeley, CA",,2026-02-07
San Diego State,@  Air Force,8:00 PM,,Tickets as low as $23,"Clune Arena, Colorado Springs, CO",,2026-02-07
Oral Roberts,@  St. Thomas-Minnesota,8:00 PM,,,"Lee & Penny Anderson Arena, Saint Paul, MN",,2026-02-07
Eastern Washington,@  Montana State,8:00 PM,ESPN+,Tickets as low as $47,"Worthington Arena, Bozeman, MT",,2026-02-07
Abilene Christian,@  California Baptist,8:00 PM,ESPN+,Tickets as low as $44,"Dale E. and Sarah Ann Fowler Events Center, Riverside, CA",,2026-02-07
3 Florida,@  Texas A&M,8:30 PM,SEC Network,Tickets as low as $105,"Reed Arena, College Station, TX",,2026-02-07
18 Tennessee,@  9 Kentucky,8:30 PM,ESPN,Tickets as low as $211,"Rupp Arena, Lexington, KY",,2026-02-07
Tarleton State,@  Southern Utah,8:30 PM,ESPN+,Tickets as low as $55,"America First Events Center, Cedar City, UT",,2026-02-07
San Diego,@  Loyola Marymount,9:00 PM,,Tickets as low as $19,"Gersten Pavilion, Los Angeles, CA",,2026-02-07
UC Irvine,@  UC Santa Barbara,9:00 PM,ESPN+,Tickets as low as $47,"The Thunderdome, Santa Barbara, CA",,2026-02-07
Northern Arizona,@  Weber State,9:00 PM,ESPN+,Tickets as low as $48,"Dee Events Center, Ogden, UT",,2026-02-07
New Mexico State,@  UTEP,9:00 PM,ESPN+,Tickets as low as $32,"Don Haskins Center, El Paso, TX",,2026-02-07
Arizona State,@  Colorado,9:30 PM,ESPN2,Tickets as low as $41,"CU Events Center, Boulder, CO",,2026-02-07
Washington,@  12 UCLA,10:00 PM,,Tickets as low as $55,"Pauley Pavilion, Los Angeles, CA",,2026-02-07
Fresno State,@  Nevada,10:00 PM,,Tickets as low as $25,"Lawlor Events Center, Reno, NV",,2026-02-07
Boise State,@  New Mexico,10:00 PM,,Tickets as low as $71,"The Pit, Albuquerque, NM",,2026-02-07
Portland State,@  Sacramento State,10:00 PM,ESPN+,Tickets as low as $44,"Hornet Pavilion, Sacramento, CA",,2026-02-07
2 Houston,@  8 BYU,10:30 PM,ESPN,Tickets as low as $286,"Marriott Center, Provo, UT",,2026-02-07
San Francisco,@  Saint Mary's,11:30 PM,ESPN2,Tickets as low as $71,"University Credit Union Pavilion, Moraga, CA",,2026-02-07
UC San Diego,@  Hawai'i,11:59 PM,ESPN+,Tickets as low as $38,"Stan Sheriff Center, Honolulu, HI",,2026-02-07
Tulsa,@  South Florida,12:00 PM,ESPNU,Tickets as low as $40,"Yuengling Center, Tampa, FL",,2026-02-08
USC,@  Penn State,12:00 PM,BTN,Tickets as low as $33,"Bryce Jordan Center, University Park, PA",,2026-02-08
7 Michigan,@  Ohio State,1:00 PM,,Tickets as low as $28,"Value City Arena, Columbus, OH",,2026-02-08
10 Texas Tech,@  West Virginia,1:00 PM,FOX,Tickets as low as $79,"WVU Coliseum, Morgantown, WV",,2026-02-08
UNC Greensboro,@  Furman,1:00 PM,ESPN2,Tickets as low as $35,"Timmons Arena, Greenville, SC",,2026-02-08
Wichita State,@  Tulane,2:00 PM,ESPN+,Tickets as low as $26,"Devlin Fieldhouse, New Orleans, LA",,2026-02-08
Charlotte,@  Memphis,2:00 PM,ESPN+,Tickets as low as $57,"FedExForum, Memphis, TN",,2026-02-08
UCF,@  Cincinnati,2:00 PM,CBSSN,Tickets as low as $13,"Fifth Third Arena, Cincinnati, OH",,2026-02-08
Maryland,@  Minnesota,2:00 PM,,Tickets as low as $61,"Williams Arena, Minneapolis, MN",,2026-02-08
Rice,@  UAB,3:00 PM,ESPN+,Tickets as low as $28,"Bartow Arena, Birmingham, AL",,2026-02-08
Northwestern,@  Iowa,3:00 PM,,Tickets as low as $28,"Carver-Hawkeye Arena, Iowa City, IA",,2026-02-08
Southern Illinois,@  Indiana State,TBD,ESPN+,Tickets as low as $27,"Hulman Center, Terre Haute, IN",,2026-02-09
Jackson State,@  Arkansas-Pine Bluff,TBD,,,"H.O. Clemmons Arena, Pine Bluff, AR",,2026-02-09
Prairie View A&M,@  Florida A&M,TBD,,,"Al Lawson Center, Tallahassee, FL",,2026-02-09
Navy,@  Bucknell,6:00 PM,,,"Sojka Pavilion, Lewisburg, PA",,2026-02-09
Xavier,@  5 St. John's,6:30 PM,,Tickets as low as $39,"Madison Square Garden, New York, NY",,2026-02-09
NC State,@  11 Louisville,7:00 PM,ESPN,Tickets as low as $9,"KFC Yum! Center, Louisville, KY",,2026-02-09
Texas Southern,@  Bethune-Cookman,7:00 PM,,Tickets as low as $54,"Moore Gymnasium (FL), Daytona Beach, FL",,2026-02-09
Yale,@  Howard,7:00 PM,ESPN+,,"Burr Gymnasium, Washington, DC",,2026-02-09
Incarnate Word,@  SE Louisiana,7:00 PM,ESPN+,Tickets as low as $14,"University Center, Hammond, LA",,2026-02-09
Northwestern State,@  Lamar,7:00 PM,ESPN+,Tickets as low as $51,"Montagne Center, Beaumont, TX",,2026-02-09
East Texas A&M,@  Stephen F. Austin,7:00 PM,ESPN+,Tickets as low as $48,"William R. Johnson Coliseum, Nacogdoches, TX",,2026-02-09
Valparaiso,@  Drake,7:30 PM,ESPN+,Tickets as low as $29,"Knapp Center, Des Moines, IA",,2026-02-09
Alabama A&M,@  Grambling,7:30 PM,,,"Fredrick C. Hobdy Assembly Center, Grambling, LA",,2026-02-09
Alabama State,@  Southern,7:30 PM,ESPNU,,"F.G. Clark Activity Center, Baton Rouge, LA",,2026-02-09
UT Rio Grande Valley,@  Nicholls,7:30 PM,ESPN+,Tickets as low as $46,"David R. Stopher Gymnasium, Thibodaux, LA",,2026-02-09
Houston Christian,@  McNeese,7:30 PM,ESPN+,Tickets as low as $54,"Townsley Law Arena, Lake Charles, LA",,2026-02-09
Illinois State,@  Evansville,8:00 PM,ESPN+,Tickets as low as $36,"Ford Center, Evansville, IN",,2026-02-09
Belmont,@  Bradley,8:00 PM,ESPN+,Tickets as low as $22,"Carver Arena, Peoria, IL",,2026-02-09
Alcorn State,@  Mississippi Valley State,8:00 PM,,,"R.W. Harrison HPER Complex, Itta Bena, MS",,2026-02-09
UNC Wilmington,@  Charleston,8:00 PM,CBSSN,Tickets as low as $73,"TD Arena, Charleston, SC",,2026-02-09
Texas A&M-Corpus Christi,@  New Orleans,8:00 PM,ESPN+,Tickets as low as $47,"Lakefront Arena, New Orleans, LA",,2026-02-09
Oregon,@  Indiana,8:30 PM,,Tickets as low as $36,"Simon Skjodt Assembly Hall, Bloomington, IN",,2026-02-09
13 Arizona,@  19 Kansas,9:00 PM,ESPN,Tickets as low as $73,"Allen Fieldhouse, Lawrence, KS",,2026-02-09
Northern Iowa,@  Murray State,10:00 PM,,,"CFSB Center, Murray, KY",,2026-02-09
3 Florida,@  Georgia,TBD,,Tickets as low as $72,"Stegeman Coliseum, Athens, GA",,2026-02-10
Rhode Island,@  George Washington,TBD,ESPN+,Tickets as low as $8,"Charles E. Smith Center, Washington, DC",,2026-02-10
Colorado State,@  Air Force,TBD,,Tickets as low as $23,"Clune Arena, Colorado Springs, CO",,2026-02-10
1 Purdue,@  Nebraska,7:00 PM,FS1,Tickets as low as $19,"Pinnacle Bank Arena, Lincoln, NE",,2026-02-10
8 BYU,@  Baylor,7:00 PM,,Tickets as low as $73,"Foster Pavilion, Waco, TX",,2026-02-10
Vanderbilt,@  20 Auburn,7:00 PM,SEC Network,Tickets as low as $287,"Neville Arena, Auburn, AL",,2026-02-10
25 North Carolina,@  Miami,7:00 PM,,Tickets as low as $58,"Watsco Center, Coral Gables, FL",,2026-02-10
George Mason,@  Richmond,7:00 PM,ESPN+,Tickets as low as $51,"Robins Center, Richmond, VA",,2026-02-10
Fordham,@  Saint Joseph's,7:00 PM,ESPN+,Tickets as low as $58,"Michael J. Hagan '85 Arena, Philadelphia, PA",,2026-02-10
Notre Dame,@  SMU,7:00 PM,ACC Network,Tickets as low as $27,"Moody Coliseum (Dallas), Dallas, TX",,2026-02-10
Virginia,@  Florida State,7:00 PM,,Tickets as low as $31,"Tucker Center, Tallahassee, FL",,2026-02-10
Marquette,@  Villanova,7:30 PM,,Tickets as low as $110,"Finneran Pavilion, Villanova, PA",,2026-02-10
24 Wisconsin,@  17 Illinois,8:00 PM,,Tickets as low as $66,"State Farm Center, Champaign, IL",,2026-02-10
Eastern Illinois,@  Western Illinois,8:30 PM,ESPN+,,"Western Hall, Macomb, IL",,2026-02-10
2 Houston,@  Utah,9:00 PM,,Tickets as low as $21,"Jon M. Huntsman Center, Salt Lake City, UT",,2026-02-10
6 Duke,@  Pittsburgh,9:00 PM,,Tickets as low as $124,"Petersen Events Center, Pittsburgh, PA",,2026-02-10
14 Arkansas,@  LSU,9:00 PM,SEC Network,Tickets as low as $27,"Pete Maravich Assembly Center, Baton Rouge, LA",,2026-02-10
16 Iowa State,@  TCU,9:00 PM,FS1,Tickets as low as $48,"Schollmaier Arena, Fort Worth, TX",,2026-02-10
Fresno State,@  Utah State,9:00 PM,,Tickets as low as $71,"Dee Glen Smith Spectrum, Logan, UT",,2026-02-10
Oklahoma State,@  Arizona State,9:00 PM,CBSSN,Tickets as low as $13,"Desert Financial Arena, Tempe, AZ",,2026-02-10
Washington State,@  21 Gonzaga,11:00 PM,,,"McCarthey Athletic Center, Spokane, WA",,2026-02-10
San José State,@  UNLV,11:00 PM,,Tickets as low as $22,"Thomas & Mack Center, Las Vegas, NV",,2026-02-10
Portland,@  San Diego,TBD,,Tickets as low as $25,"Jenny Craig Pavilion, San Diego, CA",,2026-02-11
Iowa,@  Maryland,6:00 PM,,Tickets as low as $13,"XFINITY Center, College Park, MD",,2026-02-11
Colgate,@  Holy Cross,6:00 PM,ESPN+,,"Hart Center, Worcester, MA",,2026-02-11
Boston University,@  Army,6:00 PM,ESPN+,Tickets as low as $31,"Christl Arena, West Point, NY",,2026-02-11
The Citadel,@  Western Carolina,6:00 PM,ESPN+,Tickets as low as $48,"Ramsey Center, Cullowhee, NC",,2026-02-11
VCU,@  La Salle,6:30 PM,ESPN+,Tickets as low as $57,"John Glaser Arena, Philadelphia, PA",,2026-02-11
South Florida,@  Wichita State,6:30 PM,ESPN+,Tickets as low as $64,"Charles Koch Arena, Wichita, KS",,2026-02-11
USC,@  Ohio State,6:30 PM,,Tickets as low as $23,"Value City Arena, Columbus, OH",,2026-02-11
15 Alabama,@  Ole Miss,7:00 PM,SEC Network,Tickets as low as $89,"The Sandy and John Black Pavilion at Ole Miss, Oxford, MS",,2026-02-11
American University,@  Lehigh,7:00 PM,ESPN+,Tickets as low as $46,"Stabler Arena, Bethlehem, PA",,2026-02-11
UTSA,@  East Carolina,7:00 PM,ESPN+,Tickets as low as $50,"Minges Coliseum, Greenville, NC",,2026-02-11
California,@  Syracuse,7:00 PM,,Tickets as low as $12,"JMA Wireless Dome, Syracuse, NY",,2026-02-11
Virginia Tech,@  Clemson,7:00 PM,ACC Network,Tickets as low as $20,"Littlejohn Coliseum, Clemson, SC",,2026-02-11
Loyola Maryland,@  Lafayette,7:00 PM,ESPN+,Tickets as low as $38,"Kirby Sports Center, Easton, PA",,2026-02-11
Toledo,@  Western Michigan,7:00 PM,ESPN+,Tickets as low as $58,"University Arena (MI), Kalamazoo, MI",,2026-02-11
Eastern Michigan,@  Kent State,7:00 PM,ESPN+,Tickets as low as $17,"M.A.C. Center, Kent, OH",,2026-02-11
Buffalo,@  Ball State,7:00 PM,ESPN+,Tickets as low as $26,"Worthen Arena, Muncie, IN",,2026-02-11
VMI,@  UNC Greensboro,7:00 PM,ESPN+,Tickets as low as $46,"First Horizon Coliseum, Greensboro, NC",,2026-02-11
Wofford,@  Samford,7:00 PM,ESPN+,Tickets as low as $27,"Pete Hanna Center, Homewood, AL",,2026-02-11
Furman,@  Mercer,7:00 PM,ESPN+,Tickets as low as $44,"Hawkins Arena, Macon, GA",,2026-02-11
Chattanooga,@  East Tennessee State,7:00 PM,CBSSN,,"Freedom Hall (TN), Johnson City, TN",,2026-02-11
UL Monroe,@  Arkansas State,7:00 PM,ESPN+,,"First National Bank Arena, Jonesboro, AR",,2026-02-11
App State,@  Georgia Southern,7:00 PM,ESPN+,Tickets as low as $56,"Jack and Ruth Ann Hill Convocation Center, Statesboro, GA",,2026-02-11
West Georgia,@  North Alabama,7:00 PM,ESPN+,Tickets as low as $56,"Flowers Hall, Florence, AL",,2026-02-11
North Florida,@  Florida Gulf Coast,7:00 PM,ESPN+,Tickets as low as $38,"Alico Arena, Fort Myers, FL",,2026-02-11
Jacksonville,@  Stetson,7:00 PM,ESPN+,Tickets as low as $55,"Edmunds Center, DeLand, FL",,2026-02-11
Austin Peay,@  Queens University,7:00 PM,ESPN+,Tickets as low as $29,"Curry Arena, Charlotte, NC",,2026-02-11
UTEP,@  Jacksonville State,7:00 PM,ESPN+,Tickets as low as $47,"Pete Mathews Coliseum, Jacksonville, AL",,2026-02-11
4 UConn,@  Butler,7:30 PM,,Tickets as low as $39,"Hinkle Fieldhouse, Indianapolis, IN",,2026-02-11
Temple,@  Tulane,7:30 PM,ESPN+,Tickets as low as $24,"Devlin Fieldhouse, New Orleans, LA",,2026-02-11
Providence,@  Seton Hall,7:30 PM,,Tickets as low as $38,"Prudential Center, Newark, NJ",,2026-02-11
Marshall,@  Old Dominion,7:30 PM,ESPN+,Tickets as low as $54,"Chartway Arena, Norfolk, VA",,2026-02-11
Bellarmine,@  Central Arkansas,7:30 PM,ESPN+,Tickets as low as $30,"Farris Center, Conway, AR",,2026-02-11
Colorado,@  10 Texas Tech,8:00 PM,ESPN+,Tickets as low as $90,"United Supermarkets Arena, Lubbock, TX",,2026-02-11
Florida Atlantic,@  Rice,8:00 PM,ESPN+,Tickets as low as $44,"Tudor Fieldhouse, Houston, TX",,2026-02-11
UAB,@  Tulsa,8:00 PM,ESPN+,Tickets as low as $36,"Reynolds Center, Tulsa, OK",,2026-02-11
North Dakota,@  South Dakota,8:00 PM,,Tickets as low as $14,"Sanford Coyote Sports Center, Vermillion, SD",,2026-02-11
Bowling Green,@  Northern Illinois,8:00 PM,ESPN+,Tickets as low as $19,"NIU Convocation Center, Dekalb, IL",,2026-02-11
Troy,@  Texas State,8:00 PM,ESPN+,Tickets as low as $54,"Strahan Arena at the University Events Center, San Marcos, TX",,2026-02-11
Eastern Kentucky,@  Lipscomb,8:00 PM,ESPN+,Tickets as low as $34,"Allen Arena, Nashville, TN",,2026-02-11
7 Michigan,@  Northwestern,8:30 PM,,Tickets as low as $100,"Welsh-Ryan Arena, Evanston, IL",,2026-02-11
18 Tennessee,@  Mississippi State,9:00 PM,,Tickets as low as $60,"Humphrey Coliseum, Starkville, MS",,2026-02-11
23 Creighton,@  DePaul,9:00 PM,,Tickets as low as $16,"Wintrust Arena, Chicago, IL",,2026-02-11
Cincinnati,@  Kansas State,9:00 PM,CBSSN,Tickets as low as $49,"Bramlage Coliseum, Manhattan, KS",,2026-02-11
Wake Forest,@  Georgia Tech,9:00 PM,ACC Network,Tickets as low as $36,"McCamish Pavilion, Atlanta, GA",,2026-02-11
Stanford,@  Boston College,9:00 PM,ESPNU,Tickets as low as $8,"Conte Forum, Chestnut Hill, MA",,2026-02-11
Missouri,@  Texas A&M,9:00 PM,SEC Network,Tickets as low as $27,"Reed Arena, College Station, TX",,2026-02-11
Liberty,@  New Mexico State,9:00 PM,ESPN+,Tickets as low as $28,"Pan American Center, Las Cruces, NM",,2026-02-11
Seattle U,@  Santa Clara,10:00 PM,,Tickets as low as $11,"Leavey Center, Santa Clara, CA",,2026-02-11
Pepperdine,@  Saint Mary's,10:00 PM,,Tickets as low as $47,"University Credit Union Pavilion, Moraga, CA",,2026-02-11
Loyola Marymount,@  Pacific,10:00 PM,,,"Alex G. Spanos Center, Stockton, CA",,2026-02-11
New Mexico,@  Grand Canyon,10:00 PM,,Tickets as low as $29,"Global Credit Union Arena, Phoenix, AZ",,2026-02-11
Penn State,@  Washington,10:30 PM,BTN,Tickets as low as $26,"Alaska Airlines Arena, Seattle, WA",,2026-02-11
Murray State,@  Indiana State,TBD,ESPN+,Tickets as low as $27,"Hulman Center, Terre Haute, IN",,2026-02-12
Long Island University,@  Wagner,TBD,,Tickets as low as $34,"Spiro Sports Center, Staten Island, NY",,2026-02-12
Vermont,@  Binghamton,6:00 PM,ESPN+,Tickets as low as $24,"Events Center (Binghamton), Binghamton, NY",,2026-02-12
NJIT,@  New Hampshire,6:00 PM,ESPN+,,"Lundholm Gymnasium, Durham, NH",,2026-02-12
UMBC,@  Maine,6:00 PM,ESPN+,Tickets as low as $44,"Skip Chappelle Court in Memorial Gymnasium, Orono, ME",,2026-02-12
Bryant,@  UMass Lowell,6:00 PM,ESPN+,Tickets as low as $17,"Kennedy Family Athletic Complex, Lowell, MA",,2026-02-12
Northern Kentucky,@  IU Indianapolis,6:30 PM,ESPN+,Tickets as low as $32,"The Jungle, Indianapolis, IN",,2026-02-12
Middle Tennessee,@  Kennesaw State,6:30 PM,CBSSN,Tickets as low as $14,"KSU Convocation Center, Kennesaw, GA",,2026-02-12
Valparaiso,@  Illinois State,7:00 PM,ESPN+,Tickets as low as $29,"CEFCU Arena, Normal, IL",,2026-02-12
Marist,@  Merrimack,7:00 PM,ESPN+,Tickets as low as $52,"Hammel Court, North Andover, MA",,2026-02-12
Winthrop,@  Gardner-Webb,7:00 PM,ESPN+,Tickets as low as $47,"Paul Porter Arena, Boiling Springs, NC",,2026-02-12
UNC Asheville,@  Longwood,7:00 PM,ESPN+,,"Joan Perry Brock Center, Farmville, VA",,2026-02-12
Presbyterian,@  Charleston Southern,7:00 PM,ESPN+,Tickets as low as $30,"Buccaneer Fieldhouse, Charleston, SC",,2026-02-12
High Point,@  South Carolina Upstate,7:00 PM,ESPN+,,"G.B. Hodge Center, Spartanburg, SC",,2026-02-12
Robert Morris,@  Cleveland State,7:00 PM,ESPN+,Tickets as low as $25,"Wolstein Center, Cleveland, OH",,2026-02-12
Youngstown State,@  Oakland,7:00 PM,ESPN+,Tickets as low as $38,"OU Credit Union O'rena, Rochester, MI",,2026-02-12
Detroit Mercy,@  Wright State,7:00 PM,ESPN+,Tickets as low as $24,"Nutter Center, Dayton, OH",,2026-02-12
Purdue Fort Wayne,@  Green Bay,7:00 PM,ESPN+,Tickets as low as $61,"Resch Center, Ashwaubenon, WI",,2026-02-12
Central Connecticut,@  New Haven,7:00 PM,,,"Jeffery P. Hazell Athletics Center, West Haven, CT",,2026-02-12
Stonehill,@  Chicago State,7:00 PM,,Tickets as low as $8,"Jones Convocation Center, Chicago, IL",,2026-02-12
Mercyhurst,@  Le Moyne,7:00 PM,,,"Ted Grant Court, Syracuse, NY",,2026-02-12
Saint Francis,@  Fairleigh Dickinson,7:00 PM,,,"Bogota Savings Bank Center, Hackensack, NJ",,2026-02-12
Stony Brook,@  Towson,7:00 PM,,Tickets as low as $31,"SECU Arena, Towson, MD",,2026-02-12
Hofstra,@  Charleston,7:00 PM,,Tickets as low as $40,"TD Arena, Charleston, SC",,2026-02-12
Monmouth,@  Drexel,7:00 PM,,Tickets as low as $50,"Daskalakis Athletic Center, Philadelphia, PA",,2026-02-12
William & Mary,@  Northeastern,7:00 PM,,Tickets as low as $24,"Matthews Arena, Boston, MA",,2026-02-12
Elon,@  UNC Wilmington,7:00 PM,,Tickets as low as $19,"Trask Coliseum, Wilmington, NC",,2026-02-12
Georgia State,@  James Madison,7:00 PM,ESPN+,Tickets as low as $47,"Atlantic Union Bank Center, Harrisonburg, VA",,2026-02-12
Delaware,@  Florida International,7:00 PM,ESPN+,Tickets as low as $25,"Ocean Bank Convocation Center, Miami, FL",,2026-02-12
UIC,@  Drake,7:30 PM,ESPN+,Tickets as low as $29,"Knapp Center, Des Moines, IA",,2026-02-12
Tennessee Tech,@  Morehead State,7:30 PM,ESPN+,Tickets as low as $48,"Ellis T. Johnson Arena, Morehead, KY",,2026-02-12
Evansville,@  Southern Illinois,8:00 PM,ESPN+,,"Banterra Center, Carbondale, IL",,2026-02-12
Kansas City,@  Oral Roberts,8:00 PM,,Tickets as low as $88,"Mabee Center, Tulsa, OK",,2026-02-12
St. Thomas-Minnesota,@  Omaha,8:00 PM,,Tickets as low as $32,"Baxter Arena, Omaha, NE",,2026-02-12
Coastal Carolina,@  Louisiana,8:00 PM,ESPN+,Tickets as low as $38,"Cajundome, Lafayette, LA",,2026-02-12
Sacramento State,@  Northern Colorado,8:00 PM,ESPN+,Tickets as low as $20,"Bank of Colorado Arena, Greeley, CO",,2026-02-12
Portland State,@  Northern Arizona,8:00 PM,ESPN+,Tickets as low as $33,"J. Lawrence Walkup Skydome, Flagstaff, AZ",,2026-02-12
UT Arlington,@  Abilene Christian,8:00 PM,ESPNU,Tickets as low as $31,"Moody Coliseum (Abilene), Abilene, TX",,2026-02-12
South Alabama,@  Southern Miss,8:30 PM,ESPN+,Tickets as low as $54,"Reed Green Coliseum, Hattiesburg, MS",,2026-02-12
Tennessee State,@  Southern Indiana,8:30 PM,ESPN+,Tickets as low as $52,"Liberty Arena (IN), Evansville, IN",,2026-02-12
Southeast Missouri State,@  SIU Edwardsville,8:30 PM,ESPN+,,"First Community Arena, Edwardsville, IL",,2026-02-12
Little Rock,@  Western Illinois,8:30 PM,ESPN+,,"Western Hall, Macomb, IL",,2026-02-12
UT Martin,@  Lindenwood,8:30 PM,ESPN+,Tickets as low as $52,"Hyland Arena, Saint Charles, MO",,2026-02-12
California Baptist,@  Southern Utah,8:30 PM,ESPN+,Tickets as low as $55,"America First Events Center, Cedar City, UT",,2026-02-12
Louisiana Tech,@  Missouri State,8:30 PM,ESPN+,Tickets as low as $46,"Great Southern Bank Arena, Springfield, MO",,2026-02-12
Northern Iowa,@  Belmont,9:00 PM,ESPN+,Tickets as low as $53,"Curb Event Center Arena, Nashville, TN",,2026-02-12
Oregon State,@  San Francisco,9:00 PM,,Tickets as low as $48,"The Sobrato Center, San Francisco, CA",,2026-02-12
Memphis,@  North Texas,9:00 PM,,Tickets as low as $30,"The Super Pit, Denton, TX",,2026-02-12
South Dakota State,@  Denver,9:00 PM,,,"Hamilton Gymnasium, Denver, CO",,2026-02-12
Weber State,@  Idaho,9:00 PM,ESPN+,Tickets as low as $54,"ICCU Arena, Moscow, ID",,2026-02-12
Idaho State,@  Eastern Washington,9:00 PM,ESPN+,Tickets as low as $48,"Reese Court, Cheney, WA",,2026-02-12
Utah Valley,@  Utah Tech,9:00 PM,ESPN+,Tickets as low as $55,"Burns Arena, St. George, UT",,2026-02-12
Hawai'i,@  Cal State Bakersfield,9:30 PM,ESPN+,Tickets as low as $28,"Icardo Center, Bakersfield, CA",,2026-02-12
UC Santa Barbara,@  UC Riverside,10:00 PM,ESPN+,Tickets as low as $42,"SRC Arena, Riverside, CA",,2026-02-12
Cal State Fullerton,@  Long Beach State,10:00 PM,ESPN+,Tickets as low as $41,"Walter Pyramid, Long Beach, CA",,2026-02-12
UC Irvine,@  Cal Poly,10:00 PM,ESPN+,Tickets as low as $47,"Mott Athletics Center, San Luis Obispo, CA",,2026-02-12
UC Davis,@  UC San Diego,10:00 PM,ESPN+,Tickets as low as $27,"LionTree Arena, San Diego, CA",,2026-02-12
Manhattan,@  Niagara,6:30 PM,ESPN+,Tickets as low as $23,"Gallagher Center, Niagara Falls, NY",,2026-02-13
George Mason,@  George Washington,7:00 PM,,Tickets as low as $8,"Charles E. Smith Center, Washington, DC",,2026-02-13
Cornell,@  Princeton,7:00 PM,ESPN+,Tickets as low as $58,"Jadwin Gymnasium, Princeton, NJ",,2026-02-13
